GSM2858677	GSM2858679	GSM2858680	GSM2858681	GSM2858683	GSM2858684	GSM2858685	GSM2858687	GSM2858689	GSM2858691	GSM2858693	GSM2858695	GSM2858696	GSM2858697	GSM2858698	GSM2858700	GSM2858702	GSM2858703	GSM2858704	GSM2858706	GSM2858708	GSM2858709	GSM2858710	GSM2858712	GSM2858714	GSM2858715	GSM2858717	GSM2858719	GSM2858720	GSM2858721	GSM2858722	GSM2858723	GSM2858724	GSM2858725	GSM2858728	GSM2858730	GSM2858731	GSM2858732	GSM2858733	GSM2858734	GSM2858735	GSM2858736	GSM2858737	GSM2858738	GSM2858740	GSM2858741	GSM2858743	GSM2858744	GSM2858745	GSM2858747	GSM2858750	GSM2858751	GSM2858752	GSM2858753	GSM2858754	GSM2858755	GSM2858756	GSM2858757	GSM2858758	GSM2858759	GSM2858762	GSM2858763	GSM2858764	GSM2858765	GSM2858768	GSM2858769	GSM2858770	GSM2858771	GSM2858773	GSM2858774	GSM2858775	GSM2858776	GSM2858777	GSM2858778	GSM2858779	GSM2858781	GSM2858782	GSM2858783	GSM2858784	GSM2858785	GSM2858786	GSM2858787	GSM2858788	GSM2858790	GSM2858791	GSM2858793	GSM2858794	GSM2858795
169522	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	6	4	5	5
101929302	6	5	6	6	5	6	6	5	6	5	5	6	6	5	5	5	6	6	5	5	5	6	5	6	6	6	5	5	6	5	5	6	6	5	5	5	6	6	6	6	6	5	6	5	6	6	5	6	6	6	6	5	6	6	6	5	6	5	6	5	6	6	6	6	6	5	6	6	5	6	6	6	5	6	5	5	6	6	6	6	6	6	6	5	6	5	6	5
84850	6	6	6	6	5	7	6	5	6	6	6	6	7	6	6	6	6	5	6	6	5	6	6	6	6	5	6	5	6	5	6	6	6	5	5	5	6	6	7	6	6	5	5	5	7	6	5	7	5	5	5	5	6	6	5	5	6	5	5	5	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5
6505	5	6	6	6	5	6	5	6	5	5	5	5	6	5	6	5	5	6	6	5	6	5	5	5	6	5	5	6	5	6	6	6	6	5	5	5	6	6	5	6	6	5	5	6	5	5	6	6	5	9	5	5	5	5	6	8	5	5	5	5	5	7	5	5	5	5	6	5	5	5	5	5	5	5	8	5	5	5	5	5	5	6	5	6	5	5	5	5
403313	6	6	6	6	7	7	6	7	6	6	6	7	7	7	7	7	6	6	6	7	7	6	7	6	6	7	6	6	6	6	7	6	6	7	6	5	6	6	7	6	7	6	6	6	7	6	6	6	6	6	7	6	6	5	6	7	5	6	6	6	6	6	5	6	6	6	7	7	6	7	6	6	6	6	7	6	6	6	6	6	7	7	7	7	6	6	6	6
55664	6	6	6	6	7	6	6	6	6	6	6	8	6	7	7	6	6	5	6	7	7	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	6	6	6	6	7	6	7	6	6	6	7	7	6	6	7	7	6	6	7	6	6	6	6	7	7	6	7	7	6	7	7	7	6	6	6	6	7	7	7	6	6	6	7	6	7	6	7	6
10171	6	6	7	6	6	6	6	6	7	6	6	8	6	7	6	6	6	6	6	7	7	6	6	6	7	6	6	6	6	6	6	6	7	6	6	6	6	6	6	7	6	6	6	6	6	6	7	6	6	6	6	8	6	7	6	6	6	7	6	6	6	6	6	7	6	6	6	7	6	7	7	7	6	6	6	6	7	7	7	7	6	6	7	7	6	6	7	7
3717	7	6	6	6	8	6	6	7	7	6	7	9	7	7	6	6	6	6	6	7	6	6	7	7	6	7	7	6	7	6	7	6	7	6	7	7	6	7	6	8	7	7	6	7	7	6	7	6	7	8	7	8	6	8	8	7	6	6	6	7	7	6	7	6	6	6	8	8	7	7	7	7	7	6	7	6	7	7	8	6	7	6	8	7	6	8	7	8
3641	6	5	6	6	5	5	5	5	5	5	6	5	6	5	7	5	5	7	5	5	5	5	5	4	6	5	5	5	6	5	5	5	5	5	5	5	6	6	7	5	5	5	5	5	6	5	5	7	4	5	5	4	6	4	5	5	6	4	4	5	4	5	5	5	5	4	4	4	4	4	4	4	5	5	5	4	5	5	5	5	6	6	5	5	5	4	5	5
29126	6	5	6	7	6	5	5	5	5	5	6	7	6	5	5	5	6	6	6	6	5	5	6	6	6	6	6	5	5	5	6	6	6	6	6	6	6	6	6	7	6	6	5	5	6	5	6	6	5	6	6	6	5	7	7	6	6	5	5	6	6	6	6	6	6	5	6	6	5	5	5	6	5	6	5	5	6	5	6	6	6	6	7	6	6	6	6	7
80380	7	6	7	7	7	6	6	7	6	6	8	9	6	6	6	6	6	6	7	6	6	6	7	6	7	6	7	6	6	6	7	7	6	6	7	8	7	7	6	7	7	7	5	7	7	6	7	6	6	7	7	8	7	7	8	7	6	7	6	8	7	7	7	6	7	6	7	7	6	6	8	8	7	6	6	6	7	6	8	6	7	6	8	7	6	8	7	9
57589	7	6	7	7	8	7	7	7	7	6	7	9	7	8	7	7	6	6	6	7	7	6	7	8	7	7	7	7	7	7	7	6	7	6	7	7	6	6	6	8	7	8	6	7	7	7	8	6	7	7	6	9	7	8	9	8	6	7	7	7	7	7	7	8	7	7	8	7	7	8	8	8	7	6	7	7	8	8	9	7	7	7	8	8	7	8	7	8
2315	5	6	6	6	6	6	5	6	6	5	6	6	6	5	5	6	5	5	6	5	6	6	5	6	6	6	5	6	5	5	6	5	5	5	5	5	5	5	6	6	6	5	5	5	6	5	5	6	5	5	6	5	6	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
100616288	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4
90865	5	5	6	6	6	5	5	5	6	5	6	5	5	5	6	5	5	6	6	6	6	5	5	5	6	6	5	6	5	5	6	5	5	6	5	5	6	6	7	5	6	5	5	6	6	6	6	6	5	6	6	5	6	5	4	4	5	5	5	5	6	5	5	5	7	5	6	5	5	5	5	5	6	5	5	5	4	5	5	6	6	5	6	5	6	5	6	5
89882	4	5	5	5	4	5	5	5	5	5	5	4	4	4	5	5	5	6	5	5	5	5	4	5	5	5	5	5	5	5	4	5	4	5	5	4	5	5	5	5	5	4	4	5	5	4	4	5	4	4	4	4	4	4	4	4	5	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	5	4	4	4	5	4	4	4
115426	7	6	7	7	7	7	7	7	7	6	7	8	7	7	7	7	7	7	6	7	8	7	7	8	7	7	7	7	6	6	7	6	7	6	7	7	6	6	6	8	7	7	6	7	7	7	8	6	7	7	6	8	7	7	8	7	6	7	7	7	7	7	7	8	7	7	7	7	7	8	7	8	7	7	7	7	8	8	9	7	7	7	8	7	7	7	8	7
101929407	5	5	5	6	5	6	5	5	5	5	5	5	5	4	4	5	6	5	5	5	5	6	5	4	5	5	5	5	5	5	5	5	5	5	4	4	5	5	5	5	4	5	4	4	5	5	4	5	4	4	5	4	5	4	4	4	5	4	4	5	5	5	4	4	5	4	4	4	4	4	4	4	5	5	5	4	4	4	4	5	5	5	4	5	5	4	5	4
101929428	4	4	5	5	4	5	4	4	5	4	4	4	5	4	4	4	5	5	5	4	5	4	4	4	5	5	4	5	4	4	4	5	4	5	4	4	5	4	4	4	5	4	5	4	4	4	4	6	4	4	5	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
7306	5	5	5	6	5	6	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	6	5	5	5	5	5	5	4	5	5	4	4	5	4	5	5	5	5	5	5	5	5	4	4	5	4	4	5	4	5	5	4	4	5	4	5	5	5	5	5	5	4	5	4
286343	7	6	5	5	6	6	5	6	6	5	6	6	6	6	6	6	6	5	6	5	6	5	6	6	5	5	5	6	7	6	6	6	6	6	6	5	5	5	6	6	6	6	6	7	5	5	5	6	9	6	6	6	5	5	6	7	5	5	5	5	5	6	5	6	5	6	6	7	6	7	5	6	5	5	5	5	6	6	6	5	5	6	5	5	6	6	5	6
100113404	6	5	6	6	5	5	5	5	6	5	5	4	6	5	5	6	6	5	5	5	6	5	5	6	4	5	5	6	5	5	6	6	5	5	4	6	6	5	5	5	5	4	5	5	6	5	5	6	5	5	6	4	5	4	4	4	5	5	5	5	5	4	5	5	5	5	4	5	4	4	4	5	5	6	5	4	4	5	5	5	6	5	5	5	5	4	5	4
6619	7	7	6	7	7	7	7	7	7	7	7	9	7	8	7	7	6	6	6	8	8	7	7	7	6	7	7	7	7	6	7	6	7	6	7	7	7	7	7	8	7	7	7	7	7	7	7	6	8	7	7	9	7	7	9	8	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	8	7	7	7	7	8	8	8	7	7	7	7	7	7	7	7	7
203238	5	5	6	6	5	6	6	5	5	5	5	5	6	5	5	6	6	6	6	6	6	6	5	5	6	5	5	6	5	5	6	5	5	6	5	5	6	5	6	6	6	5	6	5	6	5	5	6	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	6	5	5	5	5	5	5	5	5
111216284	5	6	5	5	5	6	5	6	5	5	5	5	6	5	6	6	5	5	5	6	5	5	5	5	6	6	6	6	5	5	5	6	5	6	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	4	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	6	5	5	5
54875	6	6	6	6	7	6	6	6	6	6	6	7	6	6	6	6	6	6	6	7	7	6	5	5	6	6	6	6	6	5	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	5	6	6	6	6	6	6	6	5	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	7	6	6
6456	5	5	5	6	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5
92949	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	4	5	5	4	5	5	5	5	5	5	4	5	4	5	5	5	5	6	5	5	5	4	5	5	5	5	6	5	5	5	5	5	4
100422869	5	4	4	4	5	5	4	4	5	4	5	4	5	4	5	5	5	6	5	4	5	5	4	4	5	5	5	5	5	4	5	5	4	5	4	5	6	4	5	4	5	4	5	4	4	5	4	5	4	4	5	3	5	4	4	3	5	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	4	4	4	4	4	4	4
10670	7	9	7	7	10	7	6	8	8	6	8	10	7	8	7	6	6	7	6	8	9	7	8	8	7	8	7	7	7	7	7	7	7	6	8	6	7	6	7	7	7	8	7	7	7	7	7	5	8	7	6	9	7	7	9	7	6	8	7	8	6	8	7	7	7	8	8	9	9	8	8	8	8	7	7	8	8	8	8	7	6	7	7	8	8	8	7	8
55667	7	7	6	6	8	7	7	7	7	6	8	9	7	8	7	7	6	6	6	8	7	7	8	8	6	7	7	7	7	7	7	7	7	6	7	7	6	7	6	8	6	8	7	7	7	7	7	6	7	7	6	8	6	7	8	8	6	7	7	7	7	7	7	8	7	7	8	8	8	8	7	8	7	7	7	6	8	8	8	7	6	7	8	7	7	8	7	8
340485	5	6	6	6	5	6	5	5	5	6	5	6	5	5	5	5	6	6	6	5	6	6	6	6	6	6	6	6	5	6	5	6	6	6	5	5	6	6	6	6	6	6	6	5	6	6	6	6	5	6	6	5	6	5	5	5	6	5	5	5	6	6	6	5	6	5	5	5	5	5	5	5	5	6	5	5	5	6	5	6	6	6	6	5	6	5	6	5
54914	6	6	7	6	7	6	6	7	7	6	7	8	6	6	6	6	6	6	6	6	7	7	7	8	6	6	6	6	7	7	7	6	5	6	7	6	6	6	6	7	6	7	6	7	6	6	7	6	7	7	6	8	6	7	7	6	6	8	7	6	6	7	7	7	6	7	7	7	6	7	7	6	6	6	7	6	8	7	7	6	6	6	6	7	6	7	6	7
574444	4	5	3	4	4	4	5	5	4	4	5	4	4	4	5	4	4	5	4	4	5	4	3	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	3	5	4	4	4	3	4	4	4	4	4	5	4	4	4	4	3	4	3	3	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	5	5	5	4	4	5	3	4	4
109616992	6	6	6	6	9	6	7	7	7	6	7	8	7	7	6	7	6	6	6	6	8	6	7	8	6	8	7	7	6	6	6	7	6	7	6	6	7	6	6	6	6	6	6	6	6	7	6	6	8	6	6	6	7	6	8	8	6	7	8	7	6	7	6	8	7	8	8	8	7	7	6	8	9	6	7	8	6	6	7	8	6	7	7	7	6	7	6	6
3445	5	5	5	5	5	5	4	4	5	4	4	5	4	4	4	4	5	6	5	4	4	5	4	4	5	5	5	5	4	5	5	6	4	5	4	4	4	4	5	4	4	4	5	5	5	5	4	5	4	5	4	4	5	4	4	4	4	5	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	5	5	5	4	4	4	4	4
3439	6	6	7	7	5	6	6	5	5	5	5	6	6	5	5	6	6	7	6	6	6	5	5	6	7	6	5	6	5	6	5	6	5	5	5	5	7	5	7	5	6	6	5	6	6	6	5	7	4	5	5	4	6	5	5	5	6	5	4	5	5	6	7	5	5	5	4	5	4	5	4	4	4	5	5	5	4	5	5	5	6	6	5	5	5	4	5	4
4507	6	6	7	6	7	6	6	6	6	6	7	7	6	6	7	7	7	6	6	6	7	7	6	7	6	6	6	6	7	6	7	6	6	7	6	6	6	6	7	7	6	7	5	7	7	7	6	7	6	7	7	7	6	6	7	6	6	6	6	6	6	6	6	7	5	6	6	7	7	8	6	6	6	7	6	5	6	8	7	6	6	6	6	6	7	6	6	6
100048912	5	6	5	6	5	5	6	5	6	5	5	5	6	5	4	5	5	6	5	6	6	6	5	5	5	6	5	5	6	5	5	5	6	6	5	5	6	5	6	5	5	5	5	5	6	5	5	6	5	5	6	4	5	5	5	5	6	4	5	5	5	5	5	5	5	5	4	5	5	5	5	4	5	5	6	4	4	5	5	5	5	5	5	5	5	5	5	4
63951	5	5	5	5	5	6	5	5	5	5	4	5	5	6	5	6	6	5	4	5	6	5	5	5	4	5	5	5	5	5	6	5	5	6	5	5	5	5	6	5	5	4	5	5	5	5	5	6	5	5	6	5	4	5	5	5	5	4	5	5	5	5	5	5	5	5	4	5	5	5	4	5	4	5	5	5	5	5	5	6	6	5	5	5	5	5	6	4
441389	5	5	5	6	5	6	6	4	5	5	5	5	5	5	5	5	6	6	5	5	6	5	4	4	5	6	5	6	5	5	5	6	5	6	4	5	6	5	6	5	5	5	5	5	5	5	4	6	4	5	5	5	5	4	4	4	5	5	4	5	5	5	5	5	5	5	4	4	4	4	4	4	4	5	5	4	4	5	5	5	6	5	4	5	5	4	5	4
101929582	5	5	5	5	5	6	5	4	5	5	5	4	5	5	5	5	5	6	5	5	5	5	4	5	5	5	4	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	4	5	4	5	4	4	4	5	4	4	4	4	5	4	5	5	4	4	5	4	4	4	4	4	5	4	4	4	4	4	5	5	5	4	5	5	4	4	4
100506422	5	5	5	5	4	6	5	5	5	5	5	5	5	4	5	5	5	5	6	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	4	4	5	5	5	5	6	4	5	5	5	4	4	5	4	5	5	4	5	4	4	4	5	4	4	4	5	5	5	4	5	4	4	5	4	4	4	4	4	5	4	4	4	5	4	5	5	5	5	4	5	4	5	4
80173	7	6	6	6	6	6	6	6	7	6	6	8	6	6	6	6	7	6	6	6	7	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	6	6	6	6	6	7	6	7	6	7	6	6	7	6	7	7	6	6	6	6	6	6	6	6	6	6	6	6	7	6	7	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6
7010	5	5	6	6	5	5	5	5	5	5	5	5	5	5	5	5	6	6	6	5	5	5	5	5	6	5	5	6	5	6	5	6	5	5	5	5	5	6	5	5	5	5	5	5	6	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5
56832	5	4	6	5	6	6	5	5	6	6	6	5	6	6	6	5	6	6	6	5	6	7	5	5	5	6	6	5	5	5	5	6	5	5	5	6	5	6	5	6	6	5	5	5	5	5	6	6	6	5	6	6	6	6	6	5	5	5	5	5	5	6	5	5	5	5	5	6	5	7	5	5	6	5	4	5	6	7	6	6	5	4	5	6	6	5	5	5
48	7	7	7	7	8	7	6	7	7	7	8	8	11	7	7	7	7	6	6	8	7	8	8	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	6	7	7	8	8	7	8	8	7	9	7	10	9	7	7	8	7	8	7	8	7	7	7	7	8	8	7	8	7	8	8	7	8	8	8	9	9	7	7	7	8	8	7	8	8	8
100129250	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	6	5	6	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
401498	5	5	5	5	4	5	5	4	5	4	5	5	5	4	4	5	5	5	5	5	5	5	4	4	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	5	5	4	4	5	4	5	4	4	4	5	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4
3301	10	9	8	8	11	9	8	9	10	9	10	11	11	11	10	9	9	7	8	12	10	10	11	10	8	10	10	8	10	9	9	7	10	8	11	9	8	9	8	10	9	11	8	10	9	9	11	7	11	10	9	12	9	12	11	10	9	10	11	10	9	9	9	9	10	10	9	12	10	11	10	11	10	10	11	9	12	11	12	9	8	9	10	10	9	11	10	10
27290	5	5	6	6	5	6	5	5	5	5	5	5	5	5	5	5	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	4	5	5	5	5	5	5	5	5	5	5	6	5	5	6	5	4	5	5	5	5	4	5	6	5	4	5	5	5	5	5	4	5	4	5	4	5	5	4	4	5	4	4	4	5	5	5	4	5	5	5	5	4	5	4
51510	8	8	7	7	9	8	6	8	7	7	8	8	8	8	8	7	8	7	6	9	8	8	8	8	7	8	8	7	8	8	8	7	8	7	9	8	7	7	7	8	8	8	7	8	8	7	9	6	9	8	7	9	7	9	9	8	7	8	8	8	7	7	8	7	8	8	8	10	7	9	8	9	8	7	8	8	9	8	9	6	7	7	8	8	7	8	8	8
4799	8	7	7	7	8	8	7	8	7	7	8	8	8	8	8	7	8	7	8	8	8	8	8	8	7	8	8	7	8	8	8	7	8	7	8	8	7	7	7	8	7	8	7	8	7	7	8	7	8	8	8	9	7	8	8	8	7	8	8	8	8	8	8	8	8	8	8	8	8	9	8	9	8	8	8	7	8	8	9	8	7	8	8	8	8	9	8	8
441459	6	5	6	7	5	6	6	5	5	5	5	5	6	5	6	6	6	6	6	6	5	6	5	5	6	5	5	6	6	5	6	6	5	6	6	5	6	6	6	6	6	5	5	5	6	5	5	7	5	5	6	5	5	6	5	5	6	5	5	5	6	6	6	6	6	5	5	5	5	5	5	5	5	6	6	5	5	5	5	6	6	5	5	5	6	5	6	5
5646	6	5	6	6	5	6	6	6	6	6	5	6	7	5	6	6	6	6	6	6	6	6	5	5	6	6	6	6	6	5	6	7	6	5	6	5	6	6	6	6	6	6	6	6	6	5	6	7	5	5	6	5	6	6	5	5	6	5	5	5	6	6	6	5	6	5	5	5	5	6	5	5	5	5	5	5	5	6	5	6	5	5	5	6	6	5	6	5
54926	9	9	8	8	11	7	8	10	9	8	10	9	9	10	9	7	8	8	8	8	9	9	9	9	8	9	10	8	8	8	8	7	9	8	9	9	8	8	8	9	7	9	9	9	8	9	10	7	10	9	9	11	8	10	10	10	8	9	9	9	9	8	8	9	9	9	9	10	10	10	10	10	10	9	9	9	11	10	11	9	8	8	9	9	9	10	9	10
51271	8	8	8	8	9	8	8	8	8	8	8	8	8	9	8	8	8	8	8	8	9	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	8	8	9	9	8	8	8	8	8	8	8	8	8	9	8	9	8	8	8	8	8	8	8	8	9	8	9	8	8	8	8	8	8	9	8	9
318	6	6	7	7	7	7	6	6	6	6	6	6	7	6	6	6	6	7	7	6	7	6	6	6	6	7	6	6	6	6	6	6	7	6	6	6	7	6	6	7	6	6	6	6	7	6	7	7	7	6	7	6	6	7	7	7	7	6	6	6	6	7	7	7	6	7	6	6	6	7	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6
27019	5	5	5	6	5	6	5	5	5	5	5	5	5	5	5	5	6	6	5	5	6	5	5	5	6	5	5	5	5	5	5	6	5	6	5	5	6	5	5	5	5	5	5	5	6	5	5	6	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
415056	6	5	7	7	5	6	6	5	5	6	5	6	5	5	6	6	6	6	6	5	6	6	6	6	6	6	5	6	6	6	5	6	6	5	5	6	6	7	6	6	5	6	5	5	7	5	5	7	5	5	6	5	6	5	5	5	6	5	5	5	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	6	5	5	5	5	5	5	6	5
23349	5	5	5	6	5	6	5	5	5	5	5	5	5	6	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	5	5	5	5	5	5	5	5	5
25822	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	5	6	5	6	5	6	6	5	5	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	5	5	5	6	5	6	6	5	6	6	5	6	6	5	6	6	5	6	5
138724	8	7	7	7	7	8	7	8	6	8	7	8	8	7	7	7	8	6	6	6	9	6	7	7	7	7	7	7	7	6	7	7	7	7	7	6	7	7	7	7	7	7	8	7	8	7	7	8	7	7	7	8	7	7	8	8	7	7	6	7	8	8	7	8	8	8	8	8	7	8	7	8	7	7	8	8	7	9	8	7	7	8	7	7	8	7	7	7
10497	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	7	6	6	6	6	6	6	6	6	6	7	6	7	6	6	6	7	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6
158381	5	5	6	6	5	6	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	6	5	5	6	5	5	5	6	5	6	5	5	5	6	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	4	5	5	5	5	5	5	6	5	5	5	5	4	5	5	4	5	5	4	5	5	5	4	5	5	5	5	5	5	5	5	4	5	5
9853	6	6	6	7	7	7	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	7	7	6	7	7	6	6	6	7	6	7	6	7	6	6	6	6	6	7	6	6	7	6	7	7	7	6	6	7	6	6	6	7	6	7	6	7
7016	6	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	6	6	6	7	7	7	7	7	7	7	6	6	7	6	6	7	6	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
203260	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	7	6	6	6	6
768	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	6	6	5	6	6	6	6	5	6	5	5	5	4	5	5	4	5	4	5	5	5	5	5	4	5	4	5	5	5	5	5	5	5	5	6	5	7
10488	7	7	7	7	8	8	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	8	8	7	7	8	7	7	7	8	7	7	7	8	7	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	8	7	7	8	8	7	7	7	7	7	8	7	7	7	7	7	8	8	8	8	8	7	8	8	7	8	8	8	7	7	8	7	8	7	8	7	7
9827	7	7	7	7	7	7	6	7	7	6	8	7	7	7	7	7	7	7	7	7	7	7	7	8	6	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	8	7	7	8	7	7	8	8	7	7	7	7	7	7	7	8	7	8	8	8	8	8	8	8	7	7	8	7	8	8	8	7	7	7	7	8	7	8	7	8
4882	6	6	6	6	5	6	5	5	6	6	6	5	6	5	6	5	6	6	5	5	6	6	5	6	6	5	6	5	6	6	6	6	6	5	5	6	5	6	6	6	5	5	6	5	6	6	5	6	6	6	6	6	6	5	6	5	6	5	5	6	5	6	6	6	6	6	6	6	6	5	5	6	6	5	5	5	6	6	6	5	6	6	5	6	6	7	6	6
51754	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	6	6	6	6	6	7	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	7	6	7	7	7	7	7	6	6	7	7	6	6	7	6	6	7	6	7	7	7	6	6
646962	6	6	7	7	6	8	7	6	7	8	8	6	6	6	6	7	7	6	7	7	6	6	6	7	7	6	7	7	7	6	7	7	7	7	7	6	8	7	6	7	7	7	6	7	7	6	6	7	6	7	7	7	7	6	7	6	7	7	7	7	7	7	8	7	7	6	6	8	6	7	6	7	7	7	6	8	8	7	7	6	7	7	6	8	7	7	8	9
