GSM2858677	GSM2858679	GSM2858680	GSM2858681	GSM2858683	GSM2858684	GSM2858685	GSM2858687	GSM2858689	GSM2858691	GSM2858693	GSM2858695	GSM2858696	GSM2858697	GSM2858698	GSM2858700	GSM2858702	GSM2858703	GSM2858704	GSM2858706	GSM2858708	GSM2858709	GSM2858710	GSM2858712	GSM2858714	GSM2858715	GSM2858717	GSM2858719	GSM2858720	GSM2858721	GSM2858722	GSM2858723	GSM2858724	GSM2858725	GSM2858728	GSM2858730	GSM2858731	GSM2858732	GSM2858733	GSM2858734	GSM2858735	GSM2858736	GSM2858737	GSM2858738	GSM2858740	GSM2858741	GSM2858743	GSM2858744	GSM2858745	GSM2858747	GSM2858750	GSM2858751	GSM2858752	GSM2858753	GSM2858754	GSM2858755	GSM2858756	GSM2858757	GSM2858758	GSM2858759	GSM2858762	GSM2858763	GSM2858764	GSM2858765	GSM2858768	GSM2858769	GSM2858770	GSM2858771	GSM2858773	GSM2858774	GSM2858775	GSM2858776	GSM2858777	GSM2858778	GSM2858779	GSM2858781	GSM2858782	GSM2858783	GSM2858784	GSM2858785	GSM2858786	GSM2858787	GSM2858788	GSM2858790	GSM2858791	GSM2858793	GSM2858794	GSM2858795
6277	9	8	8	7	9	8	8	7	9	9	9	8	7	8	9	8	8	8	7	8	8	8	9	8	7	8	9	8	7	7	7	7	9	8	8	7	8	7	7	7	7	9	7	9	7	9	8	7	8	8	8	8	8	8	8	8	7	9	8	9	8	9	8	8	9	9	8	10	9	8	9	8	9	9	8	9	9	9	10	8	9	9	8	8	8	9	9	8
6276	6	5	6	5	5	6	6	5	5	6	6	5	6	5	5	5	6	6	6	5	6	6	5	5	6	6	5	6	5	5	6	6	6	6	5	6	6	5	6	6	6	5	5	6	6	6	5	7	5	5	6	5	6	5	5	5	6	5	5	5	5	6	5	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	5	6	6	5	5	5
6274	5	5	6	5	5	5	5	4	5	5	5	5	5	5	5	5	5	6	5	5	6	5	5	5	6	6	5	6	5	5	5	5	5	5	5	5	6	5	6	5	6	6	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5
6273	6	6	8	7	6	7	6	6	6	6	6	6	7	6	6	6	7	6	6	6	7	7	7	7	7	6	6	6	6	6	7	7	8	6	6	7	6	7	6	6	6	8	6	9	7	6	6	8	6	6	6	7	6	6	7	6	8	6	7	7	7	7	8	6	8	6	6	7	7	6	6	6	7	6	6	7	6	7	7	6	6	6	6	6	7	7	10	7
140576	8	7	8	8	9	8	7	8	8	7	8	7	7	7	8	8	9	8	8	8	7	9	8	8	8	8	9	7	8	7	8	8	8	8	8	7	8	8	8	8	7	9	7	10	8	8	7	9	8	9	8	8	8	8	8	7	8	8	8	9	8	8	8	8	8	9	7	8	8	7	8	8	8	8	8	8	8	8	8	7	8	9	8	8	8	8	9	8
57402	7	6	8	7	8	7	6	7	8	6	8	8	8	9	9	6	9	6	7	9	7	11	8	9	7	7	8	6	7	6	7	6	8	8	9	8	8	7	7	7	6	11	6	12	8	7	7	8	9	8	7	9	7	12	7	6	9	14	9	8	8	9	8	6	8	12	6	9	8	7	8	9	8	8	6	7	7	6	10	6	8	10	10	7	9	8	9	7
3608	11	9	9	9	11	9	10	10	10	8	10	12	10	11	11	10	9	8	8	11	9	10	10	11	9	10	10	9	8	9	8	8	10	9	11	11	8	9	9	10	9	13	9	12	8	9	11	7	10	9	9	11	10	11	10	10	10	12	9	10	10	8	10	11	9	10	10	12	11	12	10	11	11	10	9	10	12	11	14	12	9	8	11	11	10	10	11	10
57459	10	8	8	8	10	7	10	9	9	9	9	10	9	10	9	8	8	7	8	9	8	9	8	8	7	8	9	8	7	8	8	7	9	8	9	9	8	8	8	8	8	11	9	11	7	8	10	6	9	8	8	10	8	10	10	8	8	10	10	9	9	8	9	9	9	10	9	9	9	11	10	10	10	8	8	9	10	10	10	10	8	8	10	9	8	10	9	10
9909	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	8	6	8	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	8	8	7	7	7	8	7	7	7	7	7
200186	9	8	8	8	9	8	8	8	8	8	9	9	8	9	8	8	8	7	8	9	8	8	8	8	8	8	8	8	7	8	7	7	9	7	8	9	8	8	8	8	7	10	7	9	7	8	9	8	8	8	7	9	8	9	8	8	8	9	9	8	8	8	8	8	8	9	8	9	8	9	9	9	8	8	8	8	9	9	9	9	8	8	9	8	8	9	8	9
27173	6	6	6	6	7	6	7	6	6	6	6	6	6	7	6	6	6	6	6	7	6	7	7	7	6	6	7	6	6	6	6	6	6	6	7	7	6	6	6	6	6	7	6	8	6	6	6	6	6	6	6	6	6	7	6	6	6	6	7	6	6	6	6	6	6	7	6	7	7	7	6	7	7	6	7	6	7	7	7	7	6	6	7	7	6	7	7	6
10899	8	8	7	7	8	7	8	8	8	7	8	9	7	8	8	7	7	6	7	8	7	7	8	8	7	8	8	7	7	8	7	7	7	7	8	8	7	7	7	7	7	10	8	9	7	7	8	6	8	7	7	8	7	8	8	8	7	9	8	8	8	7	8	8	8	8	9	9	8	9	8	9	8	8	8	8	9	8	9	8	7	7	8	8	7	8	8	8
91181	5	5	6	6	5	6	6	5	5	5	5	5	6	5	5	6	6	5	6	5	5	5	5	5	6	5	5	5	5	5	5	6	5	5	5	5	6	6	6	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5
100126346	6	7	7	6	7	6	7	6	6	6	6	5	6	5	6	6	7	8	6	6	7	7	6	5	7	7	7	8	7	7	6	8	7	6	7	6	6	8	5	8	6	8	6	7	6	6	5	7	5	8	6	7	6	5	6	5	7	6	6	7	7	8	8	7	6	7	6	6	6	5	6	6	6	5	6	6	6	6	6	6	6	7	6	8	7	6	6	5
388701	6	5	6	6	5	6	5	5	5	5	6	5	6	5	5	5	5	6	6	5	5	6	5	5	6	6	6	6	5	5	6	6	5	5	5	5	5	5	5	5	6	6	5	5	6	5	5	6	5	5	6	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5
25912	9	8	8	8	9	8	9	8	8	8	8	9	9	9	9	8	8	7	7	9	8	9	9	8	8	8	8	8	7	8	7	8	8	8	9	9	8	8	8	8	8	11	8	9	7	8	9	7	9	8	8	9	8	10	9	8	8	10	9	8	8	9	9	9	8	9	9	9	9	11	9	10	9	8	8	8	9	9	10	9	8	8	9	8	8	9	9	9
101928101	5	4	5	5	5	5	4	4	5	5	4	5	5	4	4	5	6	5	5	5	5	4	5	5	5	4	5	5	4	5	4	5	5	5	4	5	6	5	4	5	5	5	4	4	5	5	5	5	4	4	6	4	5	5	4	4	5	4	4	5	5	5	5	5	5	4	4	4	4	4	4	5	5	5	5	4	4	5	5	5	5	5	4	5	5	4	4	4
126669	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	5	5	6	5	5	5	5	6	6	6	6	6	6	6	5	6	6	6	6	6	5	5	6	5	5	6	6	6	6	6	6	6	6	6	6
55585	8	8	7	7	9	7	8	8	8	8	8	9	8	9	8	7	7	7	7	8	7	8	8	8	7	8	8	7	7	8	7	7	8	7	8	9	8	7	8	7	7	8	8	8	7	8	8	7	8	7	8	8	8	9	8	8	7	9	8	8	8	7	8	8	8	8	8	8	8	9	8	9	8	7	7	8	9	8	9	8	8	7	8	8	7	9	8	8
103	9	9	8	8	11	9	9	10	9	9	10	11	9	11	9	9	8	7	8	12	7	9	10	9	8	10	9	9	8	8	9	7	9	8	10	10	9	9	8	9	9	10	9	10	9	9	11	6	10	9	9	11	9	11	11	9	8	11	9	10	9	9	9	9	9	10	10	11	10	12	10	11	9	9	9	9	9	11	12	9	10	8	11	10	9	11	10	11
3782	6	5	6	6	5	6	5	6	5	5	6	7	6	6	5	6	6	6	6	5	5	5	6	6	6	6	5	5	6	6	6	6	6	5	5	6	6	6	6	6	6	6	6	5	6	6	7	6	6	5	6	6	5	5	5	6	6	5	5	5	6	6	6	5	6	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	5	6	6	5	5	5
10654	7	6	6	6	6	7	6	6	6	6	6	6	6	7	6	7	6	7	6	7	7	6	6	6	7	6	6	6	6	7	7	7	7	6	7	7	6	6	7	6	6	6	6	7	7	7	7	6	7	6	6	7	6	6	6	6	7	8	7	6	6	7	7	7	6	6	6	6	7	7	7	7	7	6	6	6	6	7	7	6	6	6	7	6	6	6	7	6
57326	7	6	7	6	7	7	6	7	7	7	8	7	7	7	7	8	7	7	6	6	6	7	7	7	7	7	8	7	7	7	7	6	7	7	7	6	7	7	6	7	7	7	8	8	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	6	7	7	6	8	6	7
127579	6	6	6	6	5	6	6	5	6	6	5	6	6	5	6	6	6	6	6	6	6	6	5	6	6	6	5	6	5	6	5	6	5	5	5	6	6	6	6	6	6	6	5	6	6	6	5	6	6	5	5	5	6	5	5	5	6	5	5	5	6	6	6	6	6	6	5	6	5	6	5	5	5	5	5	5	5	5	5	6	6	6	6	6	6	5	5	5
54344	6	6	6	6	6	6	6	6	6	6	6	7	7	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
7059	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	8	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	8	7	8	7	6	8	7	7	8	7	7	7	8	7	7	7	7	7	7	8	7	8	7	10	7	8	7	7	7	7	7	7	8	7	7	7	8	7	7	8	7	7
2629	18	17	18	18	17	17	17	18	18	17	17	17	17	16	17	17	18	10	12	12	13	13	18	18	15	17	11	11	17	18	16	12	12	15	11	18	17	14	13	12	16	12	15	12	17	18	18	18	18	11	16	10	17	18	10	17	18	9	17	16	10	12	12	9	9	9	9	9	9	9	10	10	10	11	10	9	9	10	9	10	10	9	10	9	10	10	10	9
10712	7	7	7	7	7	6	7	6	7	6	7	8	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	6	7	6	6	7	6	7	7	7	7	7	7	6	7	6	7	7	7	7	6	7	6	6	7	6	7	7	7	7	8	7	7	7	7	7	7	7	7	6	7	7	8	7	7	7	7	6	7	7	7	7	7	7	6	7	7	7	7	7	7
10067	8	8	8	8	9	8	8	8	8	8	8	9	8	9	9	8	8	7	8	8	8	8	9	8	7	7	8	7	7	8	8	8	8	7	9	9	8	8	8	8	7	8	8	8	7	8	9	7	8	8	7	9	7	9	8	8	8	9	8	8	8	8	8	8	8	8	8	9	8	9	8	8	8	8	8	8	9	9	9	9	8	7	9	8	8	8	8	8
1196	8	7	7	7	8	7	8	7	7	8	7	8	8	8	8	8	7	7	7	8	7	8	8	7	7	7	8	7	7	7	7	7	7	7	8	8	7	7	7	8	7	8	7	8	7	8	8	7	8	7	7	9	7	8	8	7	8	8	9	8	7	7	8	8	7	8	8	8	8	10	8	9	8	7	8	8	8	8	9	8	7	7	9	8	7	9	8	8
5313	5	5	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	6	5	6	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5
284618	7	8	7	7	8	7	8	7	7	7	7	7	7	7	7	8	7	7	7	8	7	8	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	8	7	8	7	8	7	7	7	8	8	7	8	7	8	8	7	7	7	7
55870	9	8	8	8	9	8	9	8	9	9	8	9	8	9	8	9	8	8	8	9	8	9	8	8	8	8	9	8	8	8	8	7	8	8	9	9	8	8	8	9	8	9	8	9	8	9	9	7	9	8	8	10	8	9	9	8	8	10	9	8	9	8	9	9	9	9	9	9	9	10	9	10	9	8	8	9	9	9	10	9	8	8	10	9	8	9	8	9
6016	8	8	7	7	9	7	8	8	8	7	8	7	7	8	8	8	7	7	7	8	7	7	8	6	7	7	8	7	7	7	7	6	7	8	8	7	7	7	7	7	7	7	7	8	7	7	7	6	8	7	7	8	7	7	9	7	7	7	7	7	7	7	8	7	7	8	8	8	8	9	8	8	8	7	7	8	8	7	8	7	8	7	8	7	7	8	7	8
22889	8	8	8	8	8	8	11	8	8	9	8	9	9	9	8	9	8	7	8	10	8	9	8	8	8	8	9	8	7	7	7	7	8	8	9	8	8	8	8	9	8	9	8	9	7	8	9	7	9	8	7	10	8	9	9	8	8	9	9	8	8	8	9	9	8	9	8	9	9	11	9	9	8	8	8	8	9	10	10	10	8	8	11	9	8	10	9	9
677823	17	16	15	16	18	18	19	17	18	19	18	17	18	18	18	17	16	17	18	18	18	18	16	17	14	19	18	17	17	14	17	17	14	18	15	15	17	14	16	17	17	15	17	17	16	16	15	11	18	15	18	14	18	16	17	17	16	15	17	17	16	17	16	18	16	18	17	17	17	18	14	17	17	17	17	16	15	17	17	19	17	17	18	17	17	17	17	16
9181	7	6	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	6	7	6	7	8	7	7	6	7	6	7	7	7	7	7	7	7	8	7	7	7	7	7	8	8	6	7	7	7	7	7	7	7	7	7	7	8	7	7	7	8	8	7	8	7	7	8	8	7	7	7	7	7	7	8	8	8	7	7	7	8	8	7	8	8	7
6746	7	7	6	6	8	7	8	8	7	7	8	9	6	8	8	7	6	6	7	7	6	7	8	7	7	6	7	7	6	7	6	7	7	7	8	8	7	6	7	7	6	7	7	7	6	7	8	6	8	7	7	8	7	8	7	7	7	9	8	7	7	7	7	7	7	8	8	7	8	9	9	8	8	7	7	7	9	7	8	7	7	7	8	8	7	8	7	8
92312	8	7	7	7	9	7	9	7	8	7	7	8	9	8	8	9	7	7	8	8	7	9	7	8	8	7	8	8	7	6	7	7	7	8	8	8	7	7	8	7	8	8	8	9	7	8	9	7	8	6	8	9	8	8	9	8	8	7	8	8	7	7	7	8	7	9	6	8	8	10	8	8	8	8	7	8	8	9	9	8	8	7	8	9	8	8	7	8
79957	7	7	7	7	6	6	7	7	6	7	6	7	6	6	8	8	7	7	6	6	7	7	7	6	6	6	7	7	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	7	7	7	7	7	7	6	6	7	7	6	7	7	6	7	6	6	6	7	7	7	7	7	7	7	8	7	6	6	6	7	7	6	7	6	9	7	6	7	7	6	7	6	6
23381	8	8	8	7	8	8	9	8	8	9	9	9	8	9	9	9	8	8	8	9	7	9	10	9	7	8	9	8	7	8	7	7	8	7	9	9	8	7	8	8	7	9	8	8	8	9	9	7	9	8	7	10	8	10	9	9	8	10	10	8	8	8	9	9	8	9	8	10	9	11	8	9	8	8	8	8	9	10	10	10	9	8	10	9	8	9	9	8
112770	8	8	7	7	8	7	8	8	7	7	8	8	7	7	8	7	7	7	7	8	7	7	8	7	7	7	8	7	6	7	7	7	7	7	7	7	7	6	7	7	6	7	7	7	7	7	7	7	8	7	7	8	7	7	7	7	7	8	7	7	7	8	7	7	8	7	7	8	8	8	7	8	7	7	7	7	7	7	8	8	7	7	8	7	7	9	7	8
391104	5	5	5	5	4	5	5	4	5	4	4	4	5	5	5	5	5	6	6	5	6	5	5	5	6	4	5	5	4	5	5	5	5	4	4	4	5	5	5	4	5	4	5	5	5	5	4	5	5	4	5	4	5	4	4	4	5	4	4	4	4	5	5	5	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	5	5	4	4	4	5	4	4	4
7203	11	9	9	9	10	9	12	10	10	9	10	12	11	12	11	10	9	8	9	11	9	11	10	11	9	10	10	10	9	10	9	8	11	9	11	12	9	9	9	10	10	10	10	12	9	10	11	7	10	9	9	12	9	13	11	10	10	13	12	10	9	9	11	10	9	11	10	11	11	13	11	12	11	10	10	10	12	11	12	11	10	8	12	11	10	11	11	11
407046	6	5	8	7	5	7	5	5	4	5	6	5	6	5	5	5	7	8	7	7	6	8	5	5	8	5	6	7	6	7	5	8	9	6	7	7	5	9	6	8	5	7	5	9	7	6	6	9	5	6	5	7	6	6	6	5	8	7	6	6	8	10	10	7	7	6	6	7	6	6	6	6	6	7	6	7	5	7	7	6	7	7	7	6	8	6	7	6
10485	5	5	6	6	5	6	6	5	5	5	5	5	5	5	6	6	5	6	5	5	6	5	5	5	6	5	6	6	5	5	5	6	5	5	6	5	6	6	5	6	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	6	5	5	5	5	4	6	5	6	5	6	5	5	5	5	5	6	5	5	5	5	5	6	5	5	5	5
4209	9	8	7	7	8	7	8	8	8	8	9	9	8	9	8	7	7	7	7	8	8	7	8	8	7	8	8	8	7	8	8	7	8	7	8	8	7	7	7	8	7	8	7	8	7	9	9	7	8	8	7	8	7	8	8	8	7	8	8	8	8	8	8	8	8	9	9	9	9	9	8	9	8	8	8	9	8	8	9	8	8	8	9	8	8	9	8	9
128239	7	6	7	7	9	7	8	6	7	7	6	8	7	8	7	8	8	7	7	8	7	7	7	8	7	7	7	7	6	6	6	6	7	7	8	8	7	6	7	8	7	8	6	7	7	7	8	7	7	6	7	8	7	8	8	7	7	7	9	7	6	7	9	8	6	7	6	7	8	10	8	9	8	8	6	8	8	7	9	8	6	6	8	8	7	7	7	7
54865	8	6	7	7	7	7	8	6	7	7	7	8	7	7	7	7	7	6	6	8	7	8	7	7	7	7	7	7	6	7	7	6	7	7	8	8	7	7	7	7	7	8	7	7	7	7	8	7	7	7	7	8	6	8	8	6	7	9	8	7	7	7	7	8	7	8	7	7	7	9	7	8	7	7	7	7	8	9	8	8	7	6	9	7	7	7	8	7
10763	8	6	6	6	11	6	6	7	6	6	6	6	6	8	8	8	6	6	6	6	6	6	6	9	6	7	6	6	6	6	7	6	6	6	9	9	7	6	7	6	7	8	6	6	6	7	9	6	7	6	6	7	7	9	6	6	6	6	7	8	6	6	7	8	7	6	7	7	8	11	6	7	8	8	6	6	6	10	8	7	8	7	6	6	7	7	6	6
1382	10	7	7	6	8	8	6	8	7	7	7	10	7	7	10	7	8	7	7	9	8	7	10	9	7	7	9	7	8	7	8	7	7	7	9	8	9	7	8	7	7	9	7	8	8	8	9	6	10	8	7	11	7	8	8	8	8	10	7	8	8	7	8	8	7	10	7	11	9	11	9	9	7	8	6	7	8	10	10	7	8	8	8	7	10	8	7	9
81875	9	7	7	7	9	7	9	8	8	7	8	9	8	9	9	8	7	7	7	9	7	8	8	9	7	8	8	7	6	7	7	6	7	7	9	9	7	6	7	8	7	8	7	8	7	8	9	7	8	7	6	9	7	9	8	7	7	10	9	7	8	7	8	9	8	9	8	9	8	11	8	9	8	8	8	8	9	9	10	8	7	7	9	8	8	8	9	8
79590	7	7	7	6	7	7	7	7	7	6	7	8	7	8	8	7	6	7	6	7	6	7	7	7	6	6	7	7	6	7	6	6	7	6	7	7	7	6	7	6	6	7	7	8	6	7	8	5	8	7	6	8	6	8	7	6	6	9	8	7	6	7	7	7	6	8	7	7	7	9	8	9	7	7	7	7	8	8	8	7	7	6	7	7	7	7	7	7
3068	8	7	7	7	8	8	8	7	8	8	8	9	9	9	8	8	8	7	8	9	7	9	8	8	7	8	8	8	7	7	7	6	8	7	8	8	8	7	8	8	7	8	8	8	7	8	9	7	8	7	7	9	7	9	8	7	8	9	8	8	8	8	8	8	8	8	7	9	8	10	8	9	8	8	8	8	9	9	9	8	8	7	9	9	8	9	8	8
9047	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	5	6	5	6	6	6	6	6	6	6	6	6	6	6
3645	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5
9826	7	7	7	7	8	7	7	7	7	7	7	8	7	7	7	7	7	7	7	8	6	7	7	7	7	7	8	7	7	7	7	6	7	7	8	7	7	7	7	7	7	7	7	7	6	8	8	6	8	7	7	8	7	7	8	7	7	7	8	7	7	7	8	7	7	7	7	8	8	8	8	8	7	8	7	7	8	9	8	7	7	7	8	8	7	8	7	8
768220	5	5	5	5	5	5	5	4	5	5	5	6	6	5	5	5	6	5	5	5	6	5	5	4	6	5	6	5	5	5	5	6	6	5	5	5	5	5	6	5	6	5	5	5	6	5	5	6	4	5	5	6	5	5	5	5	5	5	6	5	5	5	6	5	5	6	5	5	5	5	5	5	5	5	4	5	6	6	6	5	5	5	5	5	5	6	5	5
440695	5	5	6	6	5	5	5	5	5	5	5	5	5	5	5	5	6	5	6	5	5	5	5	5	6	5	6	5	5	5	5	5	6	6	5	5	6	5	5	5	5	5	6	5	6	5	5	6	5	5	5	5	6	5	5	5	5	5	5	5	5	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
2117	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	6	7	7	7	7	7	8	7	7	6	7	6	7	7	7	7	7	6	7	7	7	7	7	8	7	7	8	6	8	7	7	8	7	7	7	6	7	7	7	7	7	7	8	7	7	8	7	7	7	8	7	8	7	8	6	7	8	8	8	7	7	7	8	7	7	7	7	7
83416	6	5	6	6	5	6	5	6	6	5	6	7	5	6	5	5	5	5	6	5	5	5	5	6	6	6	5	5	6	5	5	6	5	5	5	6	5	5	6	6	6	5	5	5	5	6	7	6	6	5	5	5	5	5	5	5	6	5	5	5	6	5	5	5	6	5	7	5	5	5	5	5	5	5	5	5	5	5	5	6	6	5	6	5	5	6	5	5
83417	5	5	5	6	5	5	5	5	5	5	5	4	5	5	5	5	5	5	6	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	5	4	5	4	4	4	5	4	4	5	5	5	5	4	5	4	4	4	4	4	4	4	4	5	4	4	4	4	4	5	5	5	4	4	5	4	5	4
115352	7	6	6	8	5	6	6	6	6	5	8	7	6	8	5	6	6	6	7	6	6	5	6	6	7	7	6	7	6	6	7	6	5	6	6	7	6	8	6	8	7	7	6	6	6	6	8	6	5	7	6	7	7	6	6	5	7	6	5	6	8	8	7	6	7	6	7	6	7	7	7	8	6	6	6	5	7	6	6	6	7	6	7	6	6	6	6	7
79368	5	5	6	6	5	5	5	5	5	5	5	6	5	6	5	5	5	6	6	5	5	5	5	5	6	6	5	5	5	5	5	6	5	6	5	5	5	5	5	5	6	5	5	5	6	5	6	6	5	5	6	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	4	5	5	4	4	5	5	5	6	5	5	5	5	5	5	5
115350	6	5	6	6	5	6	5	5	5	5	5	5	5	7	5	5	6	5	5	5	5	6	5	5	6	6	5	6	5	5	6	6	5	5	5	6	5	5	5	6	6	6	5	5	6	5	6	6	5	6	5	5	5	5	5	5	6	5	5	5	6	6	6	5	5	5	6	5	6	6	6	5	5	5	5	5	5	5	5	5	6	5	6	5	5	5	5	5
922	5	5	7	7	5	6	5	5	5	6	5	5	5	5	5	5	6	6	5	5	6	6	6	5	6	6	5	6	5	5	5	6	5	5	5	5	6	6	5	6	5	6	5	6	6	5	5	6	5	5	5	5	5	5	5	5	6	5	5	5	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	4	5	5
646268	5	5	5	6	4	5	5	5	5	4	4	4	6	5	5	5	5	5	5	5	5	5	5	4	5	5	5	4	4	5	5	5	5	4	4	5	5	5	5	5	4	5	5	4	5	4	5	6	4	4	5	4	4	4	4	4	6	4	4	4	5	5	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	4	4	4	4	5	4
910	5	5	6	6	5	6	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	6	5	5	6	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5
128360	4	5	5	5	4	4	4	4	5	5	4	4	5	4	4	4	5	5	5	4	5	4	4	4	5	4	4	5	4	4	4	5	5	4	4	5	5	4	4	4	4	5	4	4	4	4	4	5	4	4	4	4	4	5	4	4	4	4	4	4	4	5	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4
391107	4	5	6	7	5	6	6	5	5	6	5	5	5	4	5	6	5	6	5	5	5	5	5	5	6	5	5	5	5	5	5	5	6	5	5	6	6	6	5	5	5	5	4	6	6	5	5	7	5	5	5	5	5	6	5	5	5	5	5	5	6	6	5	5	6	5	4	5	5	5	5	5	5	6	5	5	4	5	5	5	6	5	5	5	6	5	5	4
391112	6	5	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	6	4	5	6	5	5	5	5	5	5	6	5	5	5	5	4	4	5	5	5	5	6	5	5	5	4	5	6	5	5	6	4	5	5	4	5	5	4	5	6	4	4	4	5	5	5	4	5	4	4	4	4	4	4	4	4	5	4	4	4	4	4	5	6	5	4	4	5	4	4	4
128366	5	6	5	5	5	5	5	4	5	5	5	5	6	5	5	5	5	6	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	6	5	4	5	5	5	5	4	4	6	4	5	5	4	5	5	5	4	5	4	4	4	4	4	4	4	5	4	4	4	4	5	5	5	5	5	4	5	4	4	4
128367	6	5	5	6	5	6	6	5	7	5	5	5	5	5	5	5	5	5	5	5	5	6	5	6	6	6	5	5	5	5	5	5	6	5	5	5	5	6	4	5	5	5	4	5	5	5	5	6	5	5	6	5	6	5	5	5	6	5	5	4	6	5	5	5	6	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	6	5	6	5
6708	5	5	5	6	4	5	5	4	5	5	5	4	5	4	5	5	5	5	5	5	5	5	4	5	6	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	4	5	5	5	5	4	5	4	4	5	4	5	4	4	4	5	4	4	4	5	5	5	4	5	4	4	4	4	4	4	4	4	5	4	4	4	4	4	5	5	5	5	4	5	4	5	4
